141733920768	107374182401	cmV0dXJuIG5hcGlfY3JlYXRlX2J1ZmZlcihlbnYsIG4sIGRhdGEsIG91dCk7	30	30064771073
141733920769	107374182401	cmV0dXJuIDA7	40	90194313218
141733920770	107374182401	cmV0dXJuIHY7	43	68719476748
141733920771	107374182401	cmV0dXJuIHY7	53	68719476753
141733920772	107374182401	cmV0dXJuIHY7	67	68719476760
141733920773	107374182401	cmV0dXJuIHY7	87	68719476771
141733920774	107374182401	cmV0dXJuIDA7	95	90194313223
141733920768	107374182402	cmV0dXJuIG5hcGlfY3JlYXRlX2J1ZmZlcihlbnYsIG4sIGRhdGEsIG91dCk7	30	30064771073
141733920769	107374182403	cmV0dXJuIDA7	40	90194313218
141733920770	107374182403	cmV0dXJuIHY7	43	68719476748
141733920771	107374182404	cmV0dXJuIHY7	53	68719476753
141733920772	107374182406	cmV0dXJuIHY7	67	68719476760
141733920773	107374182409	cmV0dXJuIHY7	87	68719476771
141733920774	107374182410	cmV0dXJuIDA7	95	90194313223
