30064771079	68719476739	ESTABLISHED	-1	-1
30064771087	30064771093	ESTABLISHED	-1	-1
30064771113	68719476779	ESTABLISHED	-1	-1
30064771132	68719476804	ESTABLISHED	-1	-1
30064771134	68719476807	ESTABLISHED	-1	-1
30064771136	68719476810	ESTABLISHED	-1	-1
30064771151	68719476821	ESTABLISHED	-1	-1
30064771151	68719476824	ESTABLISHED	-1	-1
30064771162	68719476834	OPEN	-1	-1
30064771186	68719476860	BROKEN	-1	-1
30064771186	68719476863	BROKEN	-1	-1
30064771197	68719476877	OPEN	-1	-1
30064771197	68719476880	OPEN	-1	-1
30064771215	68719476891	BROKEN	-1	-1
30064771224	68719476911	ESTABLISHED	-1	-1
30064771226	68719476914	ESTABLISHED	-1	-1
30064771228	68719476917	ESTABLISHED	-1	-1
30064771246	68719476929	ESTABLISHED	-1	-1
30064771258	68719476952	ESTABLISHED	-1	-1
30064771270	68719476965	ESTABLISHED	-1	-1
30064771272	68719476968	ESTABLISHED	-1	-1
30064771274	68719476971	ESTABLISHED	-1	-1
30064771275	68719476974	ESTABLISHED	-1	-1
30064771314	68719477021	ESTABLISHED	-1	-1
30064771321	68719477030	ESTABLISHED	-1	-1
