30064771079	68719476739	BROKEN	-1	-1
30064771087	30064771093	ESTABLISHED	-1	-1
30064771105	30064771107	ESTABLISHED	-1	-1
30064771121	68719476793	ESTABLISHED	-1	-1
30064771132	68719476804	ESTABLISHED	-1	-1
30064771134	68719476807	ESTABLISHED	-1	-1
30064771136	68719476810	ESTABLISHED	-1	-1
30064771151	68719476821	BROKEN	-1	-1
30064771151	68719476824	BROKEN	-1	-1
30064771162	68719476834	BROKEN	-1	-1
30064771169	30064771171	ESTABLISHED	-1	-1
30064771186	68719476860	ESTABLISHED	-1	-1
30064771186	68719476863	ESTABLISHED	-1	-1
30064771197	68719476877	ESTABLISHED	-1	-1
30064771197	68719476880	ESTABLISHED	-1	-1
30064771215	68719476891	BROKEN	-1	-1
30064771236	68719476924	ESTABLISHED	-1	-1
