141733920768	107374182401	cmV0dXJuIDA7	42	90194313219
141733920769	107374182401	cmV0dXJuIDA7	55	90194313221
141733920770	107374182401	cmV0dXJuIDA7	78	90194313224
141733920771	107374182401	cmV0dXJuIDA7	101	90194313227
141733920772	107374182401	cmV0dXJuIDA7	109	90194313228
141733920773	107374182401	cmV0dXJuIDA7	117	90194313229
141733920774	107374182401	cmV0dXJuIDA7	127	90194313230
141733920775	107374182401	cmV0dXJuIDA7	143	90194313231
141733920768	107374182412	cmV0dXJuIDA7	42	90194313219
141733920769	107374182416	cmV0dXJuIDA7	55	90194313221
141733920770	107374182426	cmV0dXJuIDA7	78	90194313224
141733920771	107374182436	cmV0dXJuIDA7	101	90194313227
141733920772	107374182437	cmV0dXJuIDA7	109	90194313228
141733920773	107374182438	cmV0dXJuIDA7	117	90194313229
141733920774	107374182442	cmV0dXJuIDA7	127	90194313230
141733920775	107374182449	cmV0dXJuIDA7	143	90194313231
