107374182400	30064771072	68719476740
107374182400	68719476736	68719476737
107374182400	25769803777	30064771072
107374182400	68719476740	68719476741
107374182400	25769803778	30064771077
107374182400	30064771073	68719476738
107374182400	30064771075	68719476739
107374182400	68719476739	25769803777
107374182400	30064771078	68719476742
107374182400	30064771080	68719476743
107374182400	68719476743	25769803778
107374182400	68719476737	30064771074
107374182400	30064771074	30064771073
107374182400	30064771076	30064771075
107374182400	68719476741	30064771079
107374182400	30064771079	30064771078
107374182400	30064771081	30064771080
107374182400	68719476738	30064771076
107374182400	68719476742	30064771081
107374182401	68719476744	68719476745
107374182401	25769803781	30064771082
107374182401	30064771083	68719476746
107374182401	30064771085	68719476747
107374182401	68719476747	25769803781
107374182401	68719476745	30064771084
107374182401	30064771084	30064771083
107374182401	30064771086	30064771085
107374182401	68719476746	30064771086
107374182402	30064771087	68719476752
107374182402	68719476748	68719476749
107374182402	25769803783	30064771087
107374182402	68719476752	68719476753
107374182402	25769803784	30064771092
107374182402	30064771088	68719476750
107374182402	30064771090	68719476751
107374182402	68719476751	25769803783
107374182402	30064771093	68719476754
107374182402	30064771095	68719476755
107374182402	68719476755	25769803784
107374182402	68719476749	30064771089
107374182402	30064771089	30064771088
107374182402	30064771091	30064771090
107374182402	68719476753	30064771094
107374182402	30064771094	30064771093
107374182402	30064771096	30064771095
107374182402	68719476750	30064771091
107374182402	68719476754	30064771096
107374182403	68719476756	68719476757
107374182403	25769803786	30064771097
107374182403	30064771098	68719476758
107374182403	30064771100	68719476759
107374182403	68719476759	25769803786
107374182403	68719476757	30064771099
107374182403	30064771099	30064771098
107374182403	30064771101	30064771100
107374182403	68719476758	30064771101
107374182404	68719476760	68719476761
107374182404	25769803788	30064771102
107374182404	30064771103	68719476762
107374182404	30064771105	68719476763
107374182404	68719476763	25769803788
107374182404	68719476761	30064771104
107374182404	30064771104	30064771103
107374182404	30064771106	30064771105
107374182404	68719476762	30064771106
107374182405	107374182406	68719476764
107374182405	176093659144	120259084288
107374182405	25769803779	176093659144
107374182405	176093659137	176093659138
107374182405	176093659138	176093659139
107374182405	176093659139	176093659140
107374182405	176093659140	176093659141
107374182405	176093659141	176093659142
107374182405	176093659142	176093659143
107374182405	176093659143	25769803779
107374182406	30064771107	68719476766
107374182406	30064771120	68719476774
107374182406	30064771123	68719476778
107374182406	30064771138	68719476785
107374182406	30064771140	68719476787
107374182406	30064771143	68719476789
107374182406	30064771146	68719476790
107374182406	30064771148	68719476791
107374182406	30064771155	68719476796
107374182406	30064771157	68719476802
107374182406	30064771171	68719476810
107374182406	30064771181	68719476816
107374182406	30064771183	68719476818
107374182406	30064771192	68719476824
107374182406	68719476764	68719476765
107374182406	30064771108	30064771107
107374182406	30064771109	68719476767
107374182406	30064771109	68719476769
107374182406	30064771114	68719476770
107374182406	30064771114	68719476772
107374182406	68719476772	68719476773
107374182406	30064771121	30064771120
107374182406	68719476774	68719476775
107374182406	25769803792	30064771123
107374182406	30064771128	68719476779
107374182406	30064771128	68719476784
107374182406	68719476784	30064771139
107374182406	30064771139	30064771138
107374182406	30064771141	68719476786
107374182406	30064771142	30064771140
107374182406	30064771144	68719476788
107374182406	30064771145	30064771143
107374182406	30064771147	90194313225
107374182406	90194313225	30064771146
107374182406	68719476790	30064771149
107374182406	30064771149	30064771148
107374182406	30064771150	68719476792
107374182406	30064771150	68719476794
107374182406	30064771156	68719476795
107374182406	68719476795	30064771155
107374182406	68719476796	68719476797
107374182406	30064771158	30064771157
107374182406	30064771165	68719476803
107374182406	30064771165	68719476806
107374182406	68719476806	176093659136
107374182406	30064771172	30064771171
107374182406	30064771178	68719476811
107374182406	30064771178	68719476814
107374182406	30064771182	68719476815
107374182406	68719476815	30064771181
107374182406	30064771184	68719476817
107374182406	30064771185	30064771183
107374182406	30064771186	68719476820
107374182406	30064771186	68719476823
107374182406	68719476823	30064771192
107374182406	68719476824	141733920774
107374182406	68719476765	30064771108
107374182406	30064771110	90194313216
107374182406	90194313216	30064771109
107374182406	30064771111	68719476768
107374182406	30064771115	30064771114
107374182406	30064771117	68719476771
107374182406	30064771122	30064771121
107374182406	30064771124	68719476776
107374182406	30064771126	68719476777
107374182406	68719476777	25769803792
107374182406	30064771129	30064771128
107374182406	30064771130	68719476781
107374182406	68719476785	55834574848
107374182406	55834574848	30064771141
107374182406	68719476786	30064771142
107374182406	68719476787	55834574849
107374182406	55834574849	30064771144
107374182406	68719476788	30064771145
107374182406	68719476789	55834574850
107374182406	55834574850	30064771147
107374182406	68719476791	90194313226
107374182406	90194313226	30064771150
107374182406	30064771151	68719476793
107374182406	68719476794	55834574851
107374182406	55834574851	30064771156
107374182406	68719476797	68719476798
107374182406	30064771159	68719476799
107374182406	30064771160	68719476800
107374182406	30064771161	68719476801
107374182406	30064771163	30064771158
107374182406	68719476802	90194313227
107374182406	90194313227	30064771165
107374182406	30064771166	68719476804
107374182406	30064771167	68719476805
107374182406	30064771173	68719476809
107374182406	30064771177	30064771172
107374182406	68719476810	30064771178
107374182406	30064771179	68719476814
107374182406	68719476814	55834574859
107374182406	55834574859	30064771182
107374182406	68719476816	55834574860
107374182406	55834574860	30064771184
107374182406	68719476817	30064771185
107374182406	68719476818	68719476819
107374182406	30064771187	30064771186
107374182406	30064771188	68719476821
107374182406	30064771189	68719476822
107374182406	68719476766	30064771110
107374182406	30064771112	30064771111
107374182406	30064771113	141733920768
107374182406	30064771116	30064771115
107374182406	30064771118	30064771117
107374182406	30064771119	141733920769
107374182406	68719476773	90194313220
107374182406	90194313220	30064771122
107374182406	68719476775	30064771125
107374182406	30064771125	30064771124
107374182406	30064771127	30064771126
107374182406	68719476778	90194313221
107374182406	90194313221	30064771129
107374182406	68719476779	68719476780
107374182406	30064771131	30064771130
107374182406	30064771133	68719476782
107374182406	30064771133	68719476784
107374182406	30064771152	30064771151
107374182406	30064771154	141733920771
107374182406	68719476798	55834574852
107374182406	55834574852	30064771159
107374182406	68719476799	55834574853
107374182406	55834574853	30064771160
107374182406	30064771162	30064771161
107374182406	30064771164	30064771163
107374182406	68719476803	30064771166
107374182406	30064771168	30064771167
107374182406	30064771170	141733920772
107374182406	30064771174	68719476808
107374182406	30064771176	30064771173
107374182406	68719476809	55834574858
107374182406	55834574858	30064771177
107374182406	68719476811	68719476812
107374182406	30064771180	30064771179
107374182406	68719476819	30064771187
107374182406	68719476820	30064771188
107374182406	30064771190	30064771189
107374182406	30064771191	141733920773
107374182406	68719476767	90194313217
107374182406	90194313217	30064771112
107374182406	68719476768	30064771113
107374182406	68719476769	90194313218
107374182406	90194313218	30064771116
107374182406	68719476770	90194313219
107374182406	90194313219	30064771118
107374182406	68719476771	30064771119
107374182406	68719476776	30064771127
107374182406	30064771132	30064771131
107374182406	30064771134	90194313223
107374182406	90194313223	30064771133
107374182406	30064771135	68719476783
107374182406	68719476792	30064771153
107374182406	30064771153	30064771152
107374182406	68719476793	30064771154
107374182406	68719476800	55834574854
107374182406	55834574854	30064771162
107374182406	68719476801	55834574855
107374182406	55834574855	30064771164
107374182406	68719476804	30064771169
107374182406	30064771169	30064771168
107374182406	68719476805	30064771170
107374182406	176093659136	68719476807
107374182406	30064771175	30064771174
107374182406	68719476808	55834574857
107374182406	55834574857	30064771176
107374182406	68719476812	68719476813
107374182406	68719476813	30064771180
107374182406	68719476821	90194313228
107374182406	90194313228	30064771190
107374182406	68719476822	30064771191
107374182406	68719476780	90194313222
107374182406	90194313222	30064771132
107374182406	68719476781	30064771134
107374182406	30064771136	30064771135
107374182406	30064771137	141733920770
107374182406	68719476807	55834574856
107374182406	55834574856	30064771175
107374182406	68719476782	90194313224
107374182406	90194313224	30064771136
107374182406	68719476783	30064771137
