30064771072	68719476737	68719476737	111669149696
30064771072	68719476738	68719476738	94489280535
30064771072	68719476739	68719476739	111669149697
30064771072	25769803780	68719476741	94489280534
30064771073	25769803781	68719476741	94489280534
30064771075	68719476741	68719476741	94489280534
30064771081	68719476749	68719476749	94489280528
30064771082	68719476748	68719476748	94489280528
30064771083	68719476750	68719476750	94489280513
30064771083	30064771084	68719476751	94489280543
30064771083	30064771084	68719476752	94489280543
30064771084	68719476752	68719476752	94489280543
30064771085	68719476751	68719476751	94489280543
30064771086	68719476753	68719476753	94489280514
30064771086	30064771087	68719476754	94489280543
30064771086	30064771087	68719476755	94489280543
30064771087	68719476755	68719476755	94489280543
30064771088	68719476754	68719476754	94489280543
30064771089	30064771090	68719476756	94489280531
30064771089	30064771090	68719476757	94489280531
30064771089	30064771090	68719476758	94489280531
30064771089	30064771090	68719476759	94489280531
30064771090	68719476757	68719476757	94489280531
30064771090	30064771092	68719476758	94489280531
30064771090	30064771092	68719476759	94489280531
30064771091	68719476756	68719476756	94489280531
30064771092	68719476759	68719476759	94489280531
30064771093	68719476758	68719476758	94489280531
30064771094	68719476761	68719476761	94489280530
30064771095	68719476760	68719476760	94489280530
30064771096	68719476762	68719476762	94489280515
30064771096	30064771097	68719476763	94489280542
30064771096	30064771097	68719476764	111669149699
30064771096	30064771097	68719476765	94489280541
30064771096	30064771097	68719476766	94489280514
30064771096	30064771097	68719476767	94489280513
30064771097	30064771098	68719476763	94489280542
30064771097	30064771098	68719476764	111669149699
30064771097	30064771098	68719476765	94489280541
30064771097	30064771098	68719476766	94489280514
30064771097	30064771098	68719476767	94489280513
30064771098	68719476764	68719476764	111669149699
30064771098	68719476765	68719476765	94489280541
30064771098	68719476766	68719476766	94489280514
30064771098	68719476767	68719476767	94489280513
30064771099	68719476769	68719476769	94489280530
30064771099	30064771101	68719476770	94489280513
30064771099	30064771101	68719476771	94489280514
30064771100	68719476768	68719476768	94489280530
30064771101	68719476770	68719476770	94489280513
30064771101	68719476771	68719476771	94489280514
30064771102	30064771103	68719476772	94489280540
30064771102	30064771103	68719476775	94489280538
30064771102	30064771103	68719476776	94489280539
30064771102	30064771103	68719476784	94489280538
30064771103	25769803778	68719476772	94489280540
30064771103	25769803778	68719476775	94489280538
