141733920768	107374182400	cmV0dXJuIC0xOw==	15	30064771075
141733920769	107374182400	cmV0dXJuIC0yOw==	19	30064771077
141733920770	107374182400	cmV0dXJuIHJldDs=	23	68719476741
141733920771	107374182400	cmV0dXJuIC0xOw==	30	30064771084
141733920772	107374182400	cmV0dXJuIC0yOw==	34	30064771087
141733920773	107374182400	cmV0dXJuIHJldDs=	38	68719476748
141733920774	107374182400	cmV0dXJuIC0xOw==	44	30064771092
141733920775	107374182400	cmV0dXJuIDA7	47	90194313231
141733920776	107374182400	cmV0dXJuIC0xOw==	54	30064771098
141733920777	107374182400	cmV0dXJuIC0yOw==	58	30064771101
141733920778	107374182400	cmV0dXJuIHJldDs=	62	68719476757
141733920779	107374182400	cmV0dXJuIC0xOw==	70	30064771107
141733920780	107374182400	cmV0dXJuIC0yOw==	74	30064771111
141733920781	107374182400	cmV0dXJuIC0zOw==	79	30064771115
141733920782	107374182400	cmV0dXJuIDA7	84	90194313245
141733920783	107374182400	cmV0dXJuIC0xOw==	94	30064771123
141733920784	107374182400	cmV0dXJuIC0yOw==	97	30064771125
141733920785	107374182400	cmV0dXJuIHJldDs=	101	68719476772
141733920768	107374182401	cmV0dXJuIC0xOw==	15	30064771075
141733920769	107374182401	cmV0dXJuIC0yOw==	19	30064771077
141733920770	107374182401	cmV0dXJuIHJldDs=	23	68719476741
141733920771	107374182402	cmV0dXJuIC0xOw==	30	30064771084
141733920772	107374182402	cmV0dXJuIC0yOw==	34	30064771087
141733920773	107374182402	cmV0dXJuIHJldDs=	38	68719476748
141733920774	107374182403	cmV0dXJuIC0xOw==	44	30064771092
141733920775	107374182403	cmV0dXJuIDA7	47	90194313231
141733920776	107374182404	cmV0dXJuIC0xOw==	54	30064771098
141733920777	107374182404	cmV0dXJuIC0yOw==	58	30064771101
141733920778	107374182404	cmV0dXJuIHJldDs=	62	68719476757
141733920779	107374182405	cmV0dXJuIC0xOw==	70	30064771107
141733920780	107374182405	cmV0dXJuIC0yOw==	74	30064771111
141733920781	107374182405	cmV0dXJuIC0zOw==	79	30064771115
141733920782	107374182405	cmV0dXJuIDA7	84	90194313245
141733920783	107374182406	cmV0dXJuIC0xOw==	94	30064771123
141733920784	107374182406	cmV0dXJuIC0yOw==	97	30064771125
141733920785	107374182406	cmV0dXJuIHJldDs=	101	68719476772
