90194313216	MA==	aW50	13
90194313217	MA==	aW50	14
90194313218	MQ==	aW50	15
90194313219	MA==	aW50	17
90194313220	Mg==	aW50	19
90194313221	MQ==	aW50	21
90194313222	MA==	aW50	28
90194313223	MA==	aW50	29
90194313224	MQ==	aW50	30
90194313225	MA==	aW50	32
90194313226	Mg==	aW50	34
90194313227	MQ==	aW50	36
90194313228	MA==	aW50	43
90194313229	MQ==	aW50	44
90194313230	MQ==	aW50	46
90194313231	MA==	aW50	47
90194313232	MA==	aW50	52
90194313233	MA==	aW50	53
90194313234	MQ==	aW50	54
90194313235	MA==	aW50	56
90194313236	Mg==	aW50	58
90194313237	MQ==	aW50	60
90194313238	MA==	aW50	69
90194313239	MQ==	aW50	70
90194313240	MA==	aW50	72
90194313241	Mg==	aW50	74
90194313242	MA==	aW50	76
90194313243	Mw==	aW50	79
90194313244	MQ==	aW50	81
90194313245	MA==	aW50	84
90194313246	MA==	aW50	92
90194313247	MA==	aW50	93
90194313248	MQ==	aW50	94
90194313249	MA==	aW50	96
90194313250	Mg==	aW50	97
90194313251	MQ==	aW50	99
