c01-lookbehind-even/index.js	c01-lookbehind-even/index.js::program:extract	5	30064771072	REPLACE	replace	90194313216	RESOLVED
c02-lookbehind-odd/index.js	c02-lookbehind-odd/index.js::program:extract	6	30064771083	REPLACE	replace	90194313218	RESOLVED
c05-delayed-source/index.js	c05-delayed-source/index.js::program:restore	7	30064771198	REPLACE	replace	90194313253	RESOLVED
c06-immediate/index.js	c06-immediate/index.js::program:normalize	6	30064771211	REPLACE	replace	90194313255	RESOLVED
c07-full-chain/index.js	c07-full-chain/index.js::program:importDump	8	30064771227	DECODE	toString:utf8	-1	RESOLVED
c07-full-chain/index.js	c07-full-chain/index.js::program:importDump	8	30064771230	DECODE	Buffer.from:base64	-1	RESOLVED
c07-full-chain/index.js	c07-full-chain/index.js::program:importDump	9	30064771232	REPLACE	replace	90194313264	RESOLVED
c07-full-chain/index.js	c07-full-chain/index.js::program:importDump	10	30064771235	ENCODE	toString:base64	-1	RESOLVED
c07-full-chain/index.js	c07-full-chain/index.js::program:importDump	10	30064771238	ENCODE_INPUT	Buffer.from:utf8	-1	RESOLVED
c08-log-only/index.js	c08-log-only/index.js::program:audit	8	30064771257	DECODE	toString:utf8	-1	RESOLVED
c08-log-only/index.js	c08-log-only/index.js::program:audit	8	30064771260	DECODE	Buffer.from:base64	-1	RESOLVED
c08-log-only/index.js	c08-log-only/index.js::program:audit	9	30064771262	REPLACE	replace	90194313271	RESOLVED
c09-dynamic-regex/index.js	c09-dynamic-regex/index.js::program:makeParser:<lambda>0	5	30064771275	REPLACE	replace	-1	UNRESOLVED_PATTERN_IDENTITY
c10-unresolved-callback/index.js	c10-unresolved-callback/index.js::program:transform	7	30064771291	REPLACE	replace	90194313277	RESOLVED
c12-ambiguous-consumer/index.js	c12-ambiguous-consumer/index.js::program:merge	9	30064771340	REPLACE	replace	90194313291	RESOLVED
c12-ambiguous-consumer/index.js	c12-ambiguous-consumer/index.js::program:merge	10	30064771343	REPLACE	replace	90194313292	RESOLVED
c13-same-text-two-sites/index.js	c13-same-text-two-sites/index.js::program:first	6	30064771358	REPLACE	replace	90194313294	RESOLVED
c13-same-text-two-sites/index.js	c13-same-text-two-sites/index.js::program:second	10	30064771363	REPLACE	replace	90194313296	RESOLVED
c14a-historical-faulty/index.js	c14a-historical-faulty/index.js::program:replaceValues	4	30064771375	REPLACE	replace	90194313298	RESOLVED
c14b-historical-corrected/index.js	c14b-historical-corrected/index.js::program:replaceValues	4	30064771383	REPLACE	replace	90194313299	RESOLVED
