lib/denylist-escaped.js	lib/denylist-escaped.js::program	5	Object.keys(mimes	key
lib/denylist-escaped.js	lib/denylist-escaped.js::program	12	Object.entries(mimes	
lib/denylist-escaped.js	lib/denylist-escaped.js::program:allowedEscaped	5	Object.keys(mimes	key
lib/denylist-escaped.js	lib/denylist-escaped.js::program:checkFiletype	12	Object.entries(mimes	
lib/denylist-exact-consumer.js	lib/denylist-exact-consumer.js::program:allowedExact	4	Object.keys(mimes	key
lib/denylist-exact-consumer.js	lib/denylist-exact-consumer.js::program	4	Object.keys(mimes	key
lib/denylist-normalized.js	lib/denylist-normalized.js::program	5	Object.keys(mimes	key
lib/denylist-normalized.js	lib/denylist-normalized.js::program	14	Object.entries(mimes	
lib/denylist-normalized.js	lib/denylist-normalized.js::program:allowedNormalized	5	Object.keys(mimes	key
lib/denylist-normalized.js	lib/denylist-normalized.js::program:checkFiletype	14	Object.entries(mimes	
lib/denylist-vuln.js	lib/denylist-vuln.js::program:allowedMimeTypes	7	Object.keys(mimes	key
lib/denylist-vuln.js	lib/denylist-vuln.js::program	7	Object.keys(mimes	key
lib/denylist-vuln.js	lib/denylist-vuln.js::program	19	Object.entries(mimes	mime
lib/denylist-vuln.js	lib/denylist-vuln.js::program:checkFiletype	19	Object.entries(mimes	mime
