package_name	version	status	detail	publication_timestamp	tarball_url	dist_integrity	dist_shasum	git_head	repository_url	n_js_ts_files	n_cpp_files	n_header_files	binding_evidence
node-addon-api	8.9.2	ANALYZED	eligible	2026-08-12T21:10:00.882Z	https://registry.npmjs.org/node-addon-api/-/node-addon-api-8.9.2.tgz	sha512-VijLXbi3UACN69I0JVXJsX4tjACjNoQDgv2gTF6sx2wWEi8tkSg2eX8p5gSIFi8z2+DL3oHmY6OyKce38SDolg==	db7ac94a13ffd9b55e6cb04584bd5ef8e1d74b18	2faf3294972dfcb3707fd5e28d451485f19e3dad	git://github.com/nodejs/node-addon-api.git	4	1	3	napi-inl.h: #\s*include\s*["<]napi\.h[">]; napi-inl.h: napi_define_properties\s*\(; napi-inl.h: Napi::Function::New\s*\(; napi.h: #\s*include\s*["<]node_api\.h[">]; napi.h: Napi::ObjectWrap
node-addon-api-helper	2.2.0	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2024-03-26T11:12:13.914Z	https://registry.npmjs.org/node-addon-api-helper/-/node-addon-api-helper-2.2.0.tgz	sha512-PiNHR4miAp7uS+nLEHp2c4AAxByHRmRIdr2im2cIfUya1QmwsBhi9CzTnjE9GkHorH1n8iLmSuYuyfyXFq5IGQ==	11d8a3ff5fd826275c8662ae232b58a7b27bb991	edbaf4f8dbc8b384c17a1ddee5e712c109bdeca8	git+ssh://git@github.com/ajihyf/node-addon-api-helper.git	1	0	3	
@kooper-ai/yskip-embeddings	1.0.29	ANALYZED	eligible	2021-03-25T23:58:15.400Z	https://registry.npmjs.org/@kooper-ai/yskip-embeddings/-/yskip-embeddings-1.0.29.tgz	sha512-yJkoYiPHKsSFxNSEuHR/pOMCfeoBnAsP3B5q92C+WsA69IhBc5Smo0VPINXTRXXCStCjNSUNgpTDKCxqp/2Zdg==	e08982a4511ce611169368234073ff40080f4f66	ab12d3bb6cf123680892e9d4bc3770d6f937de69	git+https://github.com/KooperAI/kooperai-embeddings.git	2	11	11	yskip/src/node-api.cpp: #\s*include\s*["<]napi\.h[">]; yskip/src/node-api.cpp: Napi::ObjectWrap; yskip/src/node-api.cpp: exports\.Set\s*\(; yskip/src/node-api.h: #\s*include\s*["<]node\.h[">]; yskip/src/node-api.h: #\s*include\s*["<]node_api\.h[">]
napi-addon-spdlog	0.0.17	ANALYZED	eligible	2020-10-15T02:11:47.574Z	https://registry.npmjs.org/napi-addon-spdlog/-/napi-addon-spdlog-0.0.17.tgz	sha512-W4mQZnKDByJcZ6bdnudwFEnkhYmxec4ctf5JbpbiwRMZ1SQPLs2L9Ric3Xgi1SDrdtfm3lAqrHIXjyHy12Zxvg==	018cb2d6210fffe87b93cae21d42917809f56f02			1	23	92	binding.gyp present; src/logger.cc: Napi::ObjectWrap; src/logger.cc: exports\.Set\s*\(; src/logger.h: #\s*include\s*["<]napi\.h[">]; src/logger.h: Napi::ObjectWrap; src/main.cc: #\s*include\s*["<]napi\.h[">]
@brick-a-brack/napi-canon-cameras	0.1.5	ANALYZED	eligible	2024-10-05T08:38:59.124Z	https://registry.npmjs.org/@brick-a-brack/napi-canon-cameras/-/napi-canon-cameras-0.1.5.tgz	sha512-sD/fmHFUzhMlpAq5O5V3p3AMVm5HHggbvzLxuGwE+SfAiyDfwqveXn7N/SztL4E5lkKAHnm1bMf/yB7oR066JA==	4971cb5704be5ddab729e527dc049447899d6d11	77eb756d312bb3a4bc15840718de860141e8f13e	git+ssh://git@github.com/brick-a-brack/napi-canon-cameras.git	27	25	26	binding.gyp present; src/library/aperture.cc: Napi::ObjectWrap; src/library/aperture.cc: exports\.Set\s*\(; src/library/api-error.cc: Napi::ObjectWrap; src/library/api-error.cc: exports\.Set\s*\(; src/library/camera-api.cc: #\s*include\s*["<]napi\.h[">]
ultimate-tictactoe-ai	0.4.3	ANALYZED	eligible	2019-10-04T02:32:04.322Z	https://registry.npmjs.org/ultimate-tictactoe-ai/-/ultimate-tictactoe-ai-0.4.3.tgz	sha512-25myIPIdBi5ADA+sN8qottxtVbaztrT3LCY1hdnU2JNOSR2L9l/YktLo0f1iUtY6nO1kOI2aXYIS4mimZ923Iw==	cf3c5b1e551e16a77c07203a227e406a637839d4	7af3781fae1e09b599f0b14736a065d65e1305d8		2	5	6	binding.gyp present; src/cpp/MoveWrapper.cpp: Napi::ObjectWrap; src/cpp/MoveWrapper.cpp: exports\.Set\s*\(; src/cpp/node-driver.cpp: Napi::Function::New\s*\(; src/cpp/node-driver.cpp: exports\.Set\s*\(; src/cpp/uTicTacToeWrapper.cpp: Napi::ObjectWrap
node-addon-api-helpers	0.11.0	NO_JS_TS_SOURCE	no .js/.jsx/.mjs/.cjs/.ts/.tsx file in the tarball	2019-09-18T16:08:25.788Z	https://registry.npmjs.org/node-addon-api-helpers/-/node-addon-api-helpers-0.11.0.tgz	sha512-8y3oQE1U/srz1gjX8MyrkrrP49qmoTu50WrojoBtmYh/bMllP0IigQQ67dLVmeKwTCpNJYMLrtvbQ2zxivZ4Hw==	f50b1164fb05dd57f6c8f9bd44b817aaef71d9a5	1bb1c7d5e77a277c336cd419c648d18be1222db3	git+https://github.com/RSATom/node-addon-api-helpers.git	0	0	2	
node-spdlog	0.1.5	ANALYZED	eligible	2026-07-23T05:54:17.165Z	https://registry.npmjs.org/node-spdlog/-/node-spdlog-0.1.5.tgz	sha512-IZdadcfIUqRZWo9VdZqBPWoT4JHEpWZCn//qPH06+0qevK+lbzs75wB04op/jtAS2Xl4TYygE3PY2nzhYdaEaw==	0841d3c420ff200a9bb35965f1a5c3a51cf72ffc	330a60815ebde3837f8787607bbc88d45521e499	git+https://github.com/huxinhai/node-spdlog.git	40	43	111	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/module_exports.cpp: Napi::Function::New\s*\(; src/module_exports.cpp: exports\.Set\s*\(; src/js_args.h: #\s*include\s*["<]napi\.h[">]; src/module_exports.h: #\s*include\s*["<]napi\.h[">]
@markusjx/n-api-tools	1.2.0	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2022-06-18T13:38:51.624Z	https://registry.npmjs.org/@markusjx/n-api-tools/-/n-api-tools-1.2.0.tgz	sha512-NqDd7O4aW1gyGU9beQa+X2eNjvxCZiok+zDQ4zAyzPfX8T3kZLcTsOq2+E9UtWyk9qtBtDRAIC5aPOcepFXHZA==	63006c753b6002d955c3e56a8eb4cb28f2c18ef4	fbeb512d3a58fa548e4bb47748f022e3f6812279	git+https://github.com/MarkusJx/n-api-tools.git	2	0	1	
napi-addon-fdtd	3.4.9	ANALYZED	eligible	2022-06-30T13:28:34.142Z	https://registry.npmjs.org/napi-addon-fdtd/-/napi-addon-fdtd-3.4.9.tgz	sha512-s+y0CCX1mMJpkyjcnhVFWY+X//5bN1Iivc1Zmb3xD7VtFrBaJbW2OS87ZI3XRo7XZb7FVGSUk+rtyN20nSbhxg==	766e93eef5efb2b0fc6cf08f73cfc109f266856f	eda8f202cbb6d21e3722b7d82da80d5235d948a0		7	3	2	src/index.cpp: #\s*include\s*["<]napi\.h[">]; src/index.cpp: Napi::Function::New\s*\(; src/index.cpp: exports\.Set\s*\(; src/fdtd/1d-pml/fdtd-pml-1d.h: #\s*include\s*["<]napi\.h[">]; src/fdtd/2d-pml/fdtd-pml-2d.h: #\s*include\s*["<]napi\.h[">]
morfeusz2-node-bindings	0.1.4	ANALYZED	eligible	2026-05-04T07:26:05.449Z	https://registry.npmjs.org/morfeusz2-node-bindings/-/morfeusz2-node-bindings-0.1.4.tgz	sha512-17Kzou2N9/gifOa+EWf9lKU70BJRFn347tHMsOSDxmmVFr/FfDcCIQiicI+PnMpCwfKowJlkSDOeysY1Y5BmVg==	5eb930c66785f68b16554d27dca2e476b3c5f026	b274aefd7dbdb048610e643bbe013c82ab5ea8b1		5	25	44	binding.gyp present; src/addon.cc: #\s*include\s*["<]napi\.h[">]; src/addon.cc: Napi::Function::New\s*\(; src/addon.cc: exports\.Set\s*\(
@jimp-native/plugin-resize-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.578Z	https://registry.npmjs.org/@jimp-native/plugin-resize-napi/-/plugin-resize-napi-0.1.0.tgz	sha512-9GyX/H7ebFnYfd6Mcs3xh1Bd3EScIhsLAbg+mvE64Y1ftV78n6IEvUldrEMGm0aX7A7AJtu4Z9TcR+h1HbbPiQ==	728a25db39fa3c53d9122b89865ca26eafc68f63	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapResize.hpp: #\s*include\s*["<]napi\.h[">]
node-addon-require-builtin	0.1.5	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2026-08-14T19:49:39.307Z	https://registry.npmjs.org/node-addon-require-builtin/-/node-addon-require-builtin-0.1.5.tgz	sha512-isaquiStlp7qdFpaffy+2ssJPUR/kLPRE5gqfeWbb0Ahph9H7O3BOFwThqkVaTrxfpnjrQauxlOEgvzD+snhUg==	42858cd0864771d16a96a36b140664613dc40357			2	0	0	
nan	2.28.0	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2026-06-25T13:16:05.546Z	https://registry.npmjs.org/nan/-/nan-2.28.0.tgz	sha512-fTsDz99OTq2sVePhGdp4qQhggZFtKr64ZNVyVajRKtMOkJxYekplBh577PiJB12v/D3s2E5cGtOI45LWp6rnLQ==	126717fd359d5a03d3edf7c44e6ce9b707fb57f5	5e974e042d7ad72e359e86d29148a7c04ab533df	git://github.com/nodejs/nan.git	2	0	22	
@jimp-native/plugin-color-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.665Z	https://registry.npmjs.org/@jimp-native/plugin-color-napi/-/plugin-color-napi-0.1.0.tgz	sha512-8XI9bANJSV6ZOzTnLxsyfmnt0yc/SlhdQKnDokVlVO3H30gr4fG8TK587QQZMF56HOJgRGAPX/2/vRlP6vkz5Q==	1a8f698be15796c7e38e2de00372840869a84188	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapColor.hpp: #\s*include\s*["<]napi\.h[">]
node-addon-native-custom-loader	0.1.5	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2026-08-14T19:49:17.649Z	https://registry.npmjs.org/node-addon-native-custom-loader/-/node-addon-native-custom-loader-0.1.5.tgz	sha512-rL0XXRytayIChYf1xaG9/1NzGBRTyFkQTIpn+MDz/hpr0PZw1a9PZIoH9HlYfagNawhXU+jfN650EvoSIvR7Vw==	cabb6ec58ac61e26a25fcbacf1512280966edda8			2	0	0	
node-gyp	13.0.2	NO_PACKAGE_OWNED_NATIVE_BINDING	C/C++ source present but no binding.gyp and no package-owned source file contains a recognized Node/N-API/NAN binding-registration marker -- vendored headers alone (if any) do not establish eligibility	2026-08-26T14:03:12.104Z	https://registry.npmjs.org/node-gyp/-/node-gyp-13.0.2.tgz	sha512-SXTvw3PxznpowYhJSOD9mVQBgDaCTWXffX+wQZsQ7PbcTV86TsXCUcSZhHnskFQvrvn/OdSzJPMsptT2pIj9ww==	9bff1a63582f25b208c8901da2cfbfe5f3ba5f79	936498fcfa2eeb8e3a6873812f076c5dbb78dadd	git://github.com/nodejs/node-gyp.git	19	2	0	
win-macro	2.1.0	ANALYZED	eligible	2025-01-01T17:57:25.811Z	https://registry.npmjs.org/win-macro/-/win-macro-2.1.0.tgz	sha512-S9LINqW1ofgwarwmlxdt811lR1TV3M0CMpLgQFc3Y5X/DvHTCtzBjxEQttypfEYfEmXkPUS74IbYOFcjdM0NYA==	447d6cda3ef1e0c9e1cc1290fb694c4c09787106	0b899b4b1d725b9e4ae47d48b712931122c5a9ed	git+https://github.com/Siqius/win-macro.git	2	1	45	binding.gyp present; main.cpp: #\s*include\s*["<]napi\.h[">]; main.cpp: Napi::Function::New\s*\(; main.cpp: exports\.Set\s*\(
@jimp-native/utils-napi	0.1.0	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2023-04-23T23:03:35.553Z	https://registry.npmjs.org/@jimp-native/utils-napi/-/utils-napi-0.1.0.tgz	sha512-rt4k/itlRq/cWUYGfOgDAfJLPJpp4bk7MYtUBpRE7+1a0ds6qtF+B2jClQeHosf09gqboVFDo/ze1rRHMN88gQ==	73b555bb213782e77432a373f97ef60fd8e57df7	90f8792aae1cf6e117eb5b69febd7a9ca9503529		2	0	5	
@jimp-native/plugin-mask-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.579Z	https://registry.npmjs.org/@jimp-native/plugin-mask-napi/-/plugin-mask-napi-0.1.0.tgz	sha512-QOsA68CJk/uXeKhxoiG1d0WsvC1NUTLlpc+06x+eNfRgAdlBMPddYYxL95kXBsPBAiXluYmh8bWrFBZJKTy6vA==	d1597622224be6c7b133abc94f86b0a9148e7656	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapMask.hpp: #\s*include\s*["<]napi\.h[">]
@depup/node-addon-api	8.9.2-depup.0	ANALYZED	eligible	2026-08-13T00:28:28.227Z	https://registry.npmjs.org/@depup/node-addon-api/-/node-addon-api-8.9.2-depup.0.tgz	sha512-sD2phChqnScO63M9F5AEMcvHioK3yoFDPvpuX63yOOPMkFh7fmuYu4pgmnmtURmEUHJyrnNeSEJqMXhQ9kiEig==	2f78c55e3ba7d43e08bdbeca294143fbbc730f83	62607d6d2d292a17dcc9d2f5613e6c362e0c6f58	git://github.com/nodejs/node-addon-api.git	4	1	3	napi-inl.h: #\s*include\s*["<]napi\.h[">]; napi-inl.h: napi_define_properties\s*\(; napi-inl.h: Napi::Function::New\s*\(; napi.h: #\s*include\s*["<]node_api\.h[">]; napi.h: Napi::ObjectWrap
@jimp-native/plugin-blit-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.655Z	https://registry.npmjs.org/@jimp-native/plugin-blit-napi/-/plugin-blit-napi-0.1.0.tgz	sha512-2OuKzLo1drTTXTCh5rshkZmjyUxyYKs/BCTMKiwjvqZe5jrWKU+24X1cecXVdxCS2MUhyohyiih1b3RBQ9sYBQ==	54a0905948bc748b346b8688b597d8f33c87566b	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapBlit.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-crop-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.596Z	https://registry.npmjs.org/@jimp-native/plugin-crop-napi/-/plugin-crop-napi-0.1.0.tgz	sha512-Tkpa7bqrE6396KWKgW9ojIZQoekJOhLD7elbZ9a07HCyu0iXjQlmQygA4sdVdOGAiY6YDzOfxEibjtgEwOjLJg==	2e70dc31b5873aa6009428858ec3c3c8df397823	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapCrop.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-blur-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.578Z	https://registry.npmjs.org/@jimp-native/plugin-blur-napi/-/plugin-blur-napi-0.1.0.tgz	sha512-+J1SXJOjxFX20gskPFfSmmdD1qIlRqRl1Yf0leZqA1KPwMr0CGOrHxprOkiv9qhcA2a/P589CrVL+D9zxX+CaQ==	8108595fdd6c4a7d8f970466aad2fbdf22f3f060	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapBlur.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-circle-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.522Z	https://registry.npmjs.org/@jimp-native/plugin-circle-napi/-/plugin-circle-napi-0.1.0.tgz	sha512-yljwhYG02C76R5TlfPru0/ok0WpdBEFRHn1ezu0GQ7UUX2hv4A49R2f0NwkkjN2lUbf7+7vtS0sNQ4Pg1X4PGQ==	a0f720ecf4e108c6755e6236995955f8d417a1b2	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapCircle.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-composite-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.623Z	https://registry.npmjs.org/@jimp-native/plugin-composite-napi/-/plugin-composite-napi-0.1.0.tgz	sha512-HC4nMAc3PkmeTB3JX2a0g8CnNWOlNIo5uAMhST6OidZbEhEpq4BMBg1gm/zANOMp8E1DmB5d5CW7melsdekR+Q==	4741fe132d28b59115d80352eb85ff33019bfd01	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapComposite.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-dither-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.668Z	https://registry.npmjs.org/@jimp-native/plugin-dither-napi/-/plugin-dither-napi-0.1.0.tgz	sha512-dGYvXuYy4IeKGub0Qy1MZkyxQUHyafTp7JwFsoY6ci9WDPVoJTW0UF6odDOz9cgb6S35jctZXLRGRdvqAHyWIg==	7b8667e5683f27197644eb9302db09b7efba7eec	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapDither.hpp: #\s*include\s*["<]napi\.h[">]
@matteogheza/node-eventlog	2.0.9	ANALYZED	eligible	2025-08-05T00:14:19.062Z	https://registry.npmjs.org/@matteogheza/node-eventlog/-/node-eventlog-2.0.9.tgz	sha512-OvIJa/Q++wAxFYZNf+9BtpCw9MJNo7ZpZLjClJSmn0i6JhWk6+G3OkLTKUMT7AV9+D8AG1KqFK1JdoaAC0fZKg==	651e966131dfe163fad7a29572b14e338436c22d	b72a07332843a66e0b8df1a0967e4b039a77b2df	git+https://github.com/MatteoGheza/node-eventlog.git	2	2	1	binding.gyp present; src/logger.cpp: Napi::ObjectWrap; src/logger.cpp: exports\.Set\s*\(; src/main.cpp: Napi::Function::New\s*\(; src/logger.hpp: #\s*include\s*["<]napi\.h[">]; src/logger.hpp: Napi::ObjectWrap
@jimp-native/plugin-rotate-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.546Z	https://registry.npmjs.org/@jimp-native/plugin-rotate-napi/-/plugin-rotate-napi-0.1.0.tgz	sha512-Uk3yCGvtpfzUvGM1EZlz6g7zjEZjo0mQuvwOEM4OFMK0B4yCwXseFZqr9PyInTE/f+3XTOQgCdjwfGDlUNi96Q==	44bdbcacd498985bf33700514c5aafa0c574a3ce	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapRotate.hpp: #\s*include\s*["<]napi\.h[">]
@jimp-native/plugin-flip-napi	0.1.0	ANALYZED	eligible	2023-04-23T23:03:36.574Z	https://registry.npmjs.org/@jimp-native/plugin-flip-napi/-/plugin-flip-napi-0.1.0.tgz	sha512-qZCjn8+aPpnEx5gZ4DDjwqMTbAAdTxLYz5a679tfYFAhmdOcYxSdzY+dHkkTyr+kpgEJM43CIXKfBxzJjCnzKg==	b7f255ad808300ada94c07f35bcef23c08d502c0	90f8792aae1cf6e117eb5b69febd7a9ca9503529		3	2	1	binding.gyp present; src/addon.cpp: #\s*include\s*["<]napi\.h[">]; src/addon.cpp: Napi::Function::New\s*\(; src/addon.cpp: exports\.Set\s*\(; src/wrapFlip.hpp: #\s*include\s*["<]napi\.h[">]
sherpa-onnx-node	1.13.6	NO_CPP_SOURCE	no .c/.cc/.cpp/.cxx file in the tarball	2026-08-18T06:51:04.793Z	https://registry.npmjs.org/sherpa-onnx-node/-/sherpa-onnx-node-1.13.6.tgz	sha512-FjUSQSStTi/wcLqlScGFmNA7ySjW3QwquJcMRJ1yDkDpBp0BmWXkXoirDuEj8/v2/Cs4wLYJp2BKaMD9+1lDGA==	23215cb847528cf00409ba92e600eaa0fecca35c	1cb484af5e69d3c7803c1eb0b3b5ab8041e0e911	git+https://github.com/csukuangfj/sherpa-onnx.git	17	0	0	
emnapi	1.11.3	ANALYZED	eligible	2026-07-25T07:00:17.595Z	https://registry.npmjs.org/emnapi/-/emnapi-1.11.3.tgz	sha512-+/ZS90YK/rYfVOHtGLHkGffVsnmD/MAKaBHio+Y4XAtg75RLr4cveV/w0jTkUdLM1CcAlaRgG76mpIemWAlk0A==	bd547ab0064dfc53efe83a04cdb75ffd0c7ea0fa	b2011ea96d28fe60a6b8eabb82c2d6264daf7460	git+https://github.com/toyobayashi/emnapi.git	3	21	14	src/async_cleanup_hook.c: #\s*include\s*["<]node_api\.h[">]; src/async_context.c: #\s*include\s*["<]node_api\.h[">]; src/async_work.c: #\s*include\s*["<]node_api\.h[">]; src/node_api.c: #\s*include\s*["<]node_api\.h[">]; src/threadsafe_function.c: #\s*include\s*["<]node_api\.h[">]
