30064771072	handlers/admin-ajax.js	this		require	require("../lib/guard-lib")
30064771073	handlers/admin-ajax.js	this		require	require("../lib/db")
30064771079	handlers/admin-ajax.js	_tmp_1		includes	["ping", "status"].includes(method)
30064771084	handlers/admin-ajax.js	_tmp_2			_tmp_2.push("ping")
30064771086	handlers/admin-ajax.js	_tmp_2			_tmp_2.push("status")
30064771088	handlers/admin-ajax.js	this		denyRequest	denyRequest(ctx, "method not allowed")
30064771092	handlers/admin-ajax.js	this		denyRequest	denyRequest(ctx, "unauthorized")
30064771094	handlers/admin-ajax.js	_tmp_3		where	db("users").update({ password: ctx.request.body.password })     .where({ id: ctx.request.b
30064771097	handlers/admin-ajax.js	_tmp_4		update	db("users").update({ password: ctx.request.body.password })
30064771100	handlers/admin-ajax.js	this		db	db("users")
30064771121	handlers/safe-always.js	this		require	require("../lib/guard-lib")
30064771122	handlers/safe-always.js	this		require	require("../lib/db")
30064771126	handlers/safe-always.js	this		denyAlways	denyAlways(ctx, "unauthorized")
30064771128	handlers/safe-always.js	_tmp_1		where	db("users").update({ role: "x" }).where({ id: 1 })
30064771131	handlers/safe-always.js	_tmp_2		update	db("users").update({ role: "x" })
30064771134	handlers/safe-always.js	this		db	db("users")
30064771149	handlers/safe-return.js	this		require	require("../lib/guard-lib")
30064771150	handlers/safe-return.js	this		require	require("../lib/db")
30064771156	handlers/safe-return.js	_tmp_1		includes	["ping", "status"].includes(method)
30064771161	handlers/safe-return.js	_tmp_2			_tmp_2.push("ping")
30064771163	handlers/safe-return.js	_tmp_2			_tmp_2.push("status")
30064771165	handlers/safe-return.js	this		denyRequest	denyRequest(ctx, "method not allowed")
30064771167	handlers/safe-return.js	_tmp_3		where	db("users").update({ role: "x" }).where({ id: 1 })
30064771170	handlers/safe-return.js	_tmp_4		update	db("users").update({ role: "x" })
30064771173	handlers/safe-return.js	this		db	db("users")
30064771190	lib/db.js	this		require("knex")	require("knex")({ client: "pg" })
30064771191	lib/db.js	this		require	require("knex")
30064771195	lib/guard-lib.js	ctx		get	ctx.get("x-compat-mode")
30064771197	lib/guard-lib.js	console		error	console.error("compat deny:", message)
30064771199	lib/guard-lib.js	ctx		throw	ctx.throw(403, message)
30064771201	lib/guard-lib.js	ctx		throw	ctx.throw(403, message)
